geneSymbol	Input.Type	MGI.Gene.Marker.ID	Symbol	Name	Feature.Type	Chr	Strand	Start	End	Ensembl.ID	Entrez.Gene.ID	OMIM_ID	Human_Disease
Plekhj1	current symbol	MGI:1925920	Plekhj1	pleckstrin homology domain containing, family J member 1	protein coding gene	10	antisense	80796100	80798626	ENSMUSG00000035278	78670	NA	NA
Plekhm1	current symbol	MGI:2443207	Plekhm1	pleckstrin homology domain containing, family M (with RUN domain) member 1	protein coding gene	11	antisense	103364275	103412687	ENSMUSG00000034247	353047	NA	NA
Plekhm2	current symbol	MGI:1916832	Plekhm2	pleckstrin homology domain containing, family M (with RUN domain) member 2	protein coding gene	4	antisense	141625734	141664899	ENSMUSG00000028917	69582	NA	NA
Plekhm3	current symbol	MGI:2443627	Plekhm3	pleckstrin homology domain containing, family M, member 3	protein coding gene	1	antisense	64785983	64956824	ENSMUSG00000051344	241075	NA	NA
Plekhn1	current symbol	MGI:2387630	Plekhn1	pleckstrin homology domain containing, family N member 1	protein coding gene	4	antisense	156221456	156228542	ENSMUSG00000078485	231002	NA	NA
Plekho1	current symbol	MGI:1914470	Plekho1	pleckstrin homology domain containing, family O member 1	protein coding gene	3	antisense	95988429	95996001	ENSMUSG00000015745	67220	NA	NA
Plekho2	current symbol	MGI:2143132	Plekho2	pleckstrin homology domain containing, family O member 2	protein coding gene	9	antisense	65554386	65580040	ENSMUSG00000050721	102595	NA	NA
Plekhs1	current symbol	MGI:2443041	Plekhs1	pleckstrin homology domain containing, family S member 1	protein coding gene	19	sense	56461637	56486729	ENSMUSG00000035818	226245	NA	NA
Plet1	current symbol	MGI:1923759	Plet1	placenta expressed transcript 1	protein coding gene	9	sense	50494525	50505482	ENSMUSG00000032068	76509	NA	NA
Plet1os	current symbol	MGI:1916881	Plet1os	placenta expressed transcript 1, opposite strand	antisense lncRNA gene	9	antisense	50488795	50507823	ENSMUSG00000101304	69631	NA	NA
Plg	current symbol	MGI:97620	Plg	plasminogen	protein coding gene	17	sense	12378609	12419384	ENSMUSG00000059481	18815	217090	Plasminogen Deficiency, Type I
Plgrkt	current symbol	MGI:1915009	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein	protein coding gene	19	antisense	29348599	29367390	ENSMUSG00000016495	67759	NA	NA
Plin1	current symbol	MGI:1890505	Plin1	perilipin 1	protein coding gene	7	antisense	79720218	79732903	ENSMUSG00000030546	103968	NA	NA
Plin2	current symbol	MGI:87920	Plin2	perilipin 2	protein coding gene	4	antisense	86648386	86670060	ENSMUSG00000028494	11520	NA	NA
Plin3	current symbol	MGI:1914155	Plin3	perilipin 3	protein coding gene	17	antisense	56278962	56290511	ENSMUSG00000024197	66905	NA	NA
Plin4	current symbol	MGI:1929709	Plin4	perilipin 4	protein coding gene	17	antisense	56100591	56109803	ENSMUSG00000002831	57435	NA	NA
Plin5	current symbol	MGI:1914218	Plin5	perilipin 5	protein coding gene	17	antisense	56111601	56117596	ENSMUSG00000011305	66968	NA	NA
Plk1	current symbol	MGI:97621	Plk1	polo-like kinase 1	protein coding gene	7	sense	122159439	122169873	ENSMUSG00000030867	18817	NA	NA
Plk2	current symbol	MGI:1099790	Plk2	polo-like kinase 2	protein coding gene	13	sense	110395044	110400844	ENSMUSG00000021701	20620	NA	NA
Plk3	current symbol	MGI:109604	Plk3	polo-like kinase 3	protein coding gene	4	antisense	117128655	117133963	ENSMUSG00000028680	12795	NA	NA
Plk4	current symbol	MGI:101783	Plk4	polo-like kinase 4	protein coding gene	3	sense	40800019	40816883	ENSMUSG00000025758	20873	NA	NA
Plk5	current symbol	MGI:3026984	Plk5	polo-like kinase 5	protein coding gene	10	sense	80356459	80365489	ENSMUSG00000035486	216166	NA	NA
Pllp	current symbol	MGI:1915051	Pllp	plasma membrane proteolipid	protein coding gene	8	antisense	94674895	94696242	ENSMUSG00000031775	67801	NA	NA
Pln	current symbol	MGI:97622	Pln	phospholamban	protein coding gene	10	sense	53337686	53345999	ENSMUSG00000038583	18821	NA	NA
Plod1	current symbol	MGI:99907	Plod1	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	protein coding gene	4	antisense	147909753	147936767	ENSMUSG00000019055	18822	225400	Ehlers-Danlos Syndrome, Type VI; EDS6
Plod2	current symbol	MGI:1347007	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2	protein coding gene	9	sense	92542223	92608428	ENSMUSG00000032374	26432	NA	NA
Plod3	current symbol	MGI:1347008	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	protein coding gene	5	sense	136987019	136996648	ENSMUSG00000004846	26433	NA	NA
Plp1	current symbol	MGI:97623	Plp1	proteolipid protein (myelin) 1	protein coding gene	X	sense	136822671	136839733	ENSMUSG00000031425	18823	312080|312920	Pelizaeus-Merzbacher Disease; PMD|Spastic Paraplegia 2, X-Linked; SPG2
Plp2	current symbol	MGI:1298382	Plp2	proteolipid protein 2	protein coding gene	X	antisense	7667941	7671390	ENSMUSG00000031146	18824	NA	NA
Plrg1	current symbol	MGI:1858197	Plrg1	pleiotropic regulator 1	protein coding gene	3	sense	83055522	83072355	ENSMUSG00000027998	53317	NA	NA
Pls1	current symbol	MGI:104809	Pls1	plastin 1 (I-isoform)	protein coding gene	9	antisense	95752642	95845311	ENSMUSG00000049493	102502	NA	NA
Pls3	current symbol	MGI:104807	Pls3	plastin 3 (T-isoform)	protein coding gene	X	antisense	75785654	75875182	ENSMUSG00000016382	102866	601665	Obesity
Plscr1	current symbol	MGI:893575	Plscr1	phospholipid scramblase 1	protein coding gene	9	sense	92249750	92272278	ENSMUSG00000032369	22038	NA	NA
Plscr3	current symbol	MGI:1917560	Plscr3	phospholipid scramblase 3	protein coding gene	11	sense	69846376	69851043	ENSMUSG00000019461	70310	601665	Obesity
Plscr4	current symbol	MGI:2143267	Plscr4	phospholipid scramblase 4	protein coding gene	9	sense	92457373	92492456	ENSMUSG00000032377	235527	NA	NA
Pltp	current symbol	MGI:103151	Pltp	phospholipid transfer protein	protein coding gene	2	antisense	164839518	164857711	ENSMUSG00000017754	18830	NA	NA
Plvap	current symbol	MGI:1890497	Plvap	plasmalemma vesicle associated protein	protein coding gene	8	antisense	71497754	71511769	ENSMUSG00000034845	84094	NA	NA
Plxdc1	current symbol	MGI:1919574	Plxdc1	plexin domain containing 1	protein coding gene	11	antisense	97923238	97986444	ENSMUSG00000017417	72324	NA	NA
Plxdc2	current symbol	MGI:1914698	Plxdc2	plexin domain containing 2	protein coding gene	2	sense	16356304	16755839	ENSMUSG00000026748	67448	NA	NA
Plxna1	current symbol	MGI:107685	Plxna1	plexin A1	protein coding gene	6	antisense	89316314	89362620	ENSMUSG00000030084	18844	NA	NA
Plxna2	current symbol	MGI:107684	Plxna2	plexin A2	protein coding gene	1	sense	194618218	194816869	ENSMUSG00000026640	18845	NA	NA
Plxna3	current symbol	MGI:107683	Plxna3	plexin A3	protein coding gene	X	sense	74329066	74344689	ENSMUSG00000031398	18846	NA	NA
Plxna4	current symbol	MGI:2179061	Plxna4	plexin A4	protein coding gene	6	antisense	32144268	32588192	ENSMUSG00000029765	243743	NA	NA
Plxna4os1	current symbol	MGI:2442851	Plxna4os1	plexin A4, opposite strand 1	antisense lncRNA gene	6	sense	32511073	32515576	ENSMUSG00000086763	319849	NA	NA
Plxnb1	current symbol	MGI:2154238	Plxnb1	plexin B1	protein coding gene	9	sense	109095389	109119917	ENSMUSG00000053646	235611	NA	NA
Plxnb2	current symbol	MGI:2154239	Plxnb2	plexin B2	protein coding gene	15	antisense	89155549	89171120	ENSMUSG00000036606	140570	NA	NA
Plxnb3	current symbol	MGI:2154240	Plxnb3	plexin B3	protein coding gene	X	sense	73757090	73772514	ENSMUSG00000031385	140571	NA	NA
Plxnc1	current symbol	MGI:1890127	Plxnc1	plexin C1	protein coding gene	10	antisense	94790866	94944578	ENSMUSG00000074785	54712	NA	NA
Plxnd1	current symbol	MGI:2154244	Plxnd1	plexin D1	protein coding gene	6	antisense	115954811	115995005	ENSMUSG00000030123	67784	188400	DiGeorge Syndrome; DGS
Pm20d1	current symbol	MGI:2442939	Pm20d1	peptidase M20 domain containing 1	protein coding gene	1	sense	131797381	131821473	ENSMUSG00000042251	212933	NA	NA
Pm20d2	current symbol	MGI:2685270	Pm20d2	peptidase M20 domain containing 2	protein coding gene	4	antisense	33174230	33189737	ENSMUSG00000054659	242377	NA	NA
Pmaip1	current symbol	MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	protein coding gene	18	sense	66458604	66465550	ENSMUSG00000024521	58801	NA	NA
Pmch	current symbol	MGI:97629	Pmch	pro-melanin-concentrating hormone	protein coding gene	10	sense	88091072	88092375	ENSMUSG00000035383	110312	NA	NA
Pmel	current symbol	MGI:98301	Pmel	premelanosome protein	protein coding gene	10	sense	128706258	128720238	ENSMUSG00000025359	20431	NA	NA
Pmepa1	current symbol	MGI:1929600	Pmepa1	prostate transmembrane protein, androgen induced 1	protein coding gene	2	antisense	173224458	173276533	ENSMUSG00000038400	65112	NA	NA
Pmf1	current symbol	MGI:1914287	Pmf1	polyamine-modulated factor 1	protein coding gene	3	antisense	88394143	88410331	ENSMUSG00000028066	67037	NA	NA
Pmfbp1	current symbol	MGI:1930136	Pmfbp1	polyamine modulated factor 1 binding protein 1	protein coding gene	8	sense	109494027	109542642	ENSMUSG00000031727	56523	NA	NA
Pmis2	current symbol	MGI:1922177	Pmis2	Pmis2, sperm specific protein	protein coding gene	7	antisense	30670722	30671605	ENSMUSG00000049761	74927	NA	NA
Pml	current symbol	MGI:104662	Pml	promyelocytic leukemia	protein coding gene	9	antisense	58218076	58249786	ENSMUSG00000036986	18854	NA	NA
Pmm1	current symbol	MGI:1353418	Pmm1	phosphomannomutase 1	protein coding gene	15	antisense	81951108	81960930	ENSMUSG00000022474	29858	NA	NA
Pmp22	current symbol	MGI:97631	Pmp22	peripheral myelin protein 22	protein coding gene	11	sense	63128982	63159547	ENSMUSG00000018217	18858	118300|118220|145900|162500|180800	Charcot-Marie-Tooth Disease and Deafness|Charcot-Marie-Tooth Disease, Demyelinating, Type 1A; CMT1A|Hypertrophic Neuropathy of Dejerine-Sottas|Neuropathy, Hereditary, with Liability to Pressure Palsies; HNPP|Roussy-Levy Hereditary Areflexic Dystasia
Pmpca	current symbol	MGI:1918568	Pmpca	peptidase (mitochondrial processing) alpha	protein coding gene	2	sense	26389339	26397122	ENSMUSG00000026926	66865	NA	NA
Pmpcb	current symbol	MGI:1920328	Pmpcb	peptidase (mitochondrial processing) beta	protein coding gene	5	sense	21737141	21757152	ENSMUSG00000029017	73078	NA	NA
Pms1	current symbol	MGI:1202302	Pms1	postmeiotic segregation increased 1 (S. cerevisiae)	protein coding gene	1	antisense	53189187	53297018	ENSMUSG00000026098	227099	NA	NA
Pms2	current symbol	MGI:104288	Pms2	postmeiotic segregation increased 2 (S. cerevisiae)	protein coding gene	5	sense	143909964	143933968	ENSMUSG00000079109	18861	NA	NA
Pmvk	current symbol	MGI:1915853	Pmvk	phosphomevalonate kinase	protein coding gene	3	sense	89454541	89469013	ENSMUSG00000027952	68603	NA	NA
Pnck	current symbol	MGI:1347357	Pnck	pregnancy upregulated non-ubiquitously expressed CaM kinase	protein coding gene	X	antisense	73655994	73660117	ENSMUSG00000002012	93843	NA	NA
Pnisr	current symbol	MGI:1913875	Pnisr	PNN interacting serine/arginine-rich	protein coding gene	4	sense	21847583	21876475	ENSMUSG00000028248	66625	NA	NA
Pnkd	current symbol	MGI:1930773	Pnkd	paroxysmal nonkinesiogenic dyskinesia	protein coding gene	1	sense	74284930	74353694	ENSMUSG00000026179	56695	118800	Paroxysmal Nonkinesigenic Dyskinesia 1; PNKD1
Pnkp	current symbol	MGI:1891698	Pnkp	polynucleotide kinase 3'- phosphatase	protein coding gene	7	sense	44857139	44862992	ENSMUSG00000002963	59047	NA	NA
Pnldc1	current symbol	MGI:2685159	Pnldc1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	protein coding gene	17	antisense	12888902	12910000	ENSMUSG00000073460	240023	NA	NA
Pnlip	current symbol	MGI:97722	Pnlip	pancreatic lipase	protein coding gene	19	sense	58670365	58681786	ENSMUSG00000046008	69060	NA	NA
Pnliprp1	current symbol	MGI:97723	Pnliprp1	pancreatic lipase related protein 1	protein coding gene	19	sense	58728887	58744169	ENSMUSG00000042179	18946	NA	NA
Pnliprp2	current symbol	MGI:1336202	Pnliprp2	pancreatic lipase-related protein 2	protein coding gene	19	sense	58759723	58777533	ENSMUSG00000025091	18947	NA	NA
Pnma1	current symbol	MGI:2180564	Pnma1	paraneoplastic antigen MA1	protein coding gene	12	antisense	84146131	84148489	ENSMUSG00000054383	70481	NA	NA
Pnma3	current symbol	MGI:2180565	Pnma3	paraneoplastic antigen MA3	protein coding gene	X	sense	73064787	73068191	ENSMUSG00000046287	245468	NA	NA
Pnma5	current symbol	MGI:2180566	Pnma5	paraneoplastic antigen family 5	protein coding gene	X	antisense	73033988	73037103	ENSMUSG00000050424	385377	NA	NA
Pnmal1	current symbol	MGI:1918941	Pnmal1	PNMA-like 1	protein coding gene	7	sense	16959679	16964607	ENSMUSG00000041141	71691	NA	NA
Pnmal2	current symbol	MGI:3645856	Pnmal2	PNMA-like 2	protein coding gene	7	sense	16944682	16948828	ENSMUSG00000070802	434128	NA	NA
Pnmt	current symbol	MGI:97724	Pnmt	phenylethanolamine-N-methyltransferase	protein coding gene	11	sense	98386450	98388181	ENSMUSG00000038216	18948	NA	NA
Pnn	current symbol	MGI:1100514	Pnn	pinin	protein coding gene	12	sense	59066919	59074017	ENSMUSG00000020994	18949	NA	NA
Pno1	current symbol	MGI:1913499	Pno1	partner of NOB1 homolog	protein coding gene	11	antisense	17203198	17211568	ENSMUSG00000020116	66249	NA	NA
Pnoc	current symbol	MGI:105308	Pnoc	prepronociceptin	protein coding gene	14	antisense	65400673	65425472	ENSMUSG00000045731	18155	NA	NA
Pnp2	current symbol	MGI:3712328	Pnp2	purine-nucleoside phosphorylase 2	protein coding gene	14	sense	50955992	50964749	ENSMUSG00000068417	667034	NA	NA
Pnpla1	current symbol	MGI:3617850	Pnpla1	patatin-like phospholipase domain containing 1	protein coding gene	17	sense	28858411	28890308	ENSMUSG00000043286	433091	NA	NA
Pnpla2	current symbol	MGI:1914103	Pnpla2	patatin-like phospholipase domain containing 2	protein coding gene	7	sense	141455198	141460743	ENSMUSG00000025509	66853	NA	NA
Pnpla3	current symbol	MGI:2151796	Pnpla3	patatin-like phospholipase domain containing 3	protein coding gene	15	sense	84167816	84189512	ENSMUSG00000041653	116939	NA	NA
Pnpla5	current symbol	MGI:1923022	Pnpla5	patatin-like phospholipase domain containing 5	protein coding gene	15	antisense	84112621	84123175	ENSMUSG00000018868	75772	NA	NA
Pnpla6	current symbol	MGI:1354723	Pnpla6	patatin-like phospholipase domain containing 6	protein coding gene	8	sense	3515384	3544267	ENSMUSG00000004565	50767	256840	Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive
Pnpla7	current symbol	MGI:2385325	Pnpla7	patatin-like phospholipase domain containing 7	protein coding gene	2	sense	24976033	25054057	ENSMUSG00000036833	241274	NA	NA
Pnpla8	current symbol	MGI:1914702	Pnpla8	patatin-like phospholipase domain containing 8	protein coding gene	12	sense	44221370	44312343	ENSMUSG00000036257	67452	NA	NA
Pnpo	current symbol	MGI:2144151	Pnpo	pyridoxine 5'-phosphate oxidase	protein coding gene	11	antisense	96937825	96943986	ENSMUSG00000018659	103711	NA	NA
Pnpt1	current symbol	MGI:1918951	Pnpt1	polyribonucleotide nucleotidyltransferase 1	protein coding gene	11	sense	29130744	29161828	ENSMUSG00000020464	71701	NA	NA
Pnrc1	current symbol	MGI:1917838	Pnrc1	proline-rich nuclear receptor coactivator 1	protein coding gene	4	antisense	33245423	33290163	ENSMUSG00000040128	108767	NA	NA
Pnrc2	current symbol	MGI:106512	Pnrc2	proline-rich nuclear receptor coactivator 2	protein coding gene	4	antisense	135870918	135873850	ENSMUSG00000028675	52830	NA	NA
Poc1a	current symbol	MGI:1917485	Poc1a	POC1 centriolar protein A	protein coding gene	9	sense	106281061	106350521	ENSMUSG00000023345	70235	NA	NA
Poc1b	current symbol	MGI:1918511	Poc1b	POC1 centriolar protein B	protein coding gene	10	sense	99107036	99198074	ENSMUSG00000019952	382406	NA	NA
Poc5	current symbol	MGI:1914713	Poc5	POC5 centriolar protein	protein coding gene	13	sense	96388294	96415587	ENSMUSG00000021671	67463	NA	NA
Podn	current symbol	MGI:2674939	Podn	podocan	protein coding gene	4	antisense	108014791	108032337	ENSMUSG00000028600	242608	NA	NA
Podnl1	current symbol	MGI:2685352	Podnl1	podocan-like 1	protein coding gene	8	sense	84125989	84132527	ENSMUSG00000012889	244550	NA	NA
Podxl	current symbol	MGI:1351317	Podxl	podocalyxin-like	protein coding gene	6	antisense	31519488	31563981	ENSMUSG00000025608	27205	NA	NA
Podxl2	current symbol	MGI:2442488	Podxl2	podocalyxin-like 2	protein coding gene	6	antisense	88842558	88875044	ENSMUSG00000033152	319655	NA	NA
Pof1b	current symbol	MGI:1916943	Pof1b	premature ovarian failure 1B	protein coding gene	X	antisense	112638431	112698651	ENSMUSG00000034607	69693	NA	NA
Pofut1	current symbol	MGI:2153207	Pofut1	protein O-fucosyltransferase 1	protein coding gene	2	sense	153241533	153270247	ENSMUSG00000046020	140484	NA	NA
Pofut2	current symbol	MGI:1916863	Pofut2	protein O-fucosyltransferase 2	protein coding gene	10	sense	77259300	77269586	ENSMUSG00000020260	80294	NA	NA
Pogk	current symbol	MGI:1918842	Pogk	pogo transposable element with KRAB domain	protein coding gene	1	antisense	166384622	166409863	ENSMUSG00000040596	71592	NA	NA
Poglut1	current symbol	MGI:2444232	Poglut1	protein O-glucosyltransferase 1	protein coding gene	16	antisense	38525137	38550258	ENSMUSG00000034064	224143	NA	NA
Pogz	current symbol	MGI:2442117	Pogz	pogo transposable element with ZNF domain	protein coding gene	3	sense	94837567	94882326	ENSMUSG00000038902	229584	NA	NA
Pola1	current symbol	MGI:99660	Pola1	polymerase (DNA directed), alpha 1	protein coding gene	X	antisense	93304767	93632155	ENSMUSG00000006678	18968	NA	NA
Pola2	current symbol	MGI:99690	Pola2	polymerase (DNA directed), alpha 2	protein coding gene	19	antisense	5940543	5964206	ENSMUSG00000024833	18969	NA	NA
Polb	current symbol	MGI:97740	Polb	polymerase (DNA directed), beta	protein coding gene	8	antisense	22628126	22653435	ENSMUSG00000031536	18970	152700	Systemic Lupus Erythematosus; SLE
Pold1	current symbol	MGI:97741	Pold1	polymerase (DNA directed), delta 1, catalytic subunit	protein coding gene	7	antisense	44532746	44548849	ENSMUSG00000038644	18971	NA	NA
Pold2	current symbol	MGI:1097163	Pold2	polymerase (DNA directed), delta 2, regulatory subunit	protein coding gene	11	antisense	5872180	5878292	ENSMUSG00000020471	18972	NA	NA
Pold3	current symbol	MGI:1915217	Pold3	polymerase (DNA-directed), delta 3, accessory subunit	protein coding gene	7	antisense	100082111	100121565	ENSMUSG00000030726	67967	NA	NA
Poldip2	current symbol	MGI:1915061	Poldip2	polymerase (DNA-directed), delta interacting protein 2	protein coding gene	11	sense	78512193	78522736	ENSMUSG00000001100	67811	NA	NA
Poldip3	current symbol	MGI:1921076	Poldip3	polymerase (DNA-directed), delta interacting protein 3	protein coding gene	15	antisense	83125978	83149384	ENSMUSG00000041815	73826	NA	NA
Pole	current symbol	MGI:1196391	Pole	polymerase (DNA directed), epsilon	protein coding gene	5	sense	110286306	110337474	ENSMUSG00000007080	18973	NA	NA
Pole2	current symbol	MGI:1197514	Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)	protein coding gene	12	antisense	69201779	69228190	ENSMUSG00000020974	18974	NA	NA
