geneID	geneSymbol	geneNames	GOTerms	GemmaIDs	NCBIids	platform
Psma7	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	GO:0006508|GO:0006511|GO:0010499|GO:0043161|GO:0051603	|599266	|26444	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fastk	Fastk	Fas-activated serine/threonine kinase	GO:0006468|GO:0006915|GO:0016310|GO:0043484	648054	66587	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ap2b1	Ap2b1	adaptor-related protein complex 2, beta 1 subunit	GO:0006810|GO:0006886|GO:0006897|GO:0015031|GO:0016192	|696332	|71770	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cnep1r1	Cnep1r1	CTD nuclear envelope phosphatase 1 regulatory subunit 1	GO:0006629|GO:0010867|GO:0034504|GO:0035307	876532	382030	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Rgs11	Rgs11	regulator of G-protein signaling 11	GO:0007186|GO:0009968|GO:0035556|GO:0038032|GO:0043547	|609882	|50782	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Mthfd2	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	GO:0006730|GO:0008152|GO:0009396|GO:0046653|GO:0055114	|542757	|17768	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fkbp4	Fkbp4	FK506 binding protein 4	GO:0000413|GO:0006457|GO:0006463|GO:0006825|GO:0007566|GO:0030521|GO:0030850|GO:0031115|GO:0031503|GO:0046661|GO:0048608|GO:0061077	|509272	|14228	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gtf3c3	Gtf3c3	general transcription factor IIIC, polypeptide 3		752410	98488	GPL11180|GPL1261|GPL6103|GPL6246|GPL6885|GPL7042|GPL7202
Bclaf1	Bclaf1	BCL2-associated transcription factor 1	GO:0006351|GO:0006355|GO:0006915|GO:0043065|GO:0043620|GO:0045892|GO:2000144|GO:2001022|GO:2001244	|704088	|72567	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Anxa3	Anxa3	annexin A3	GO:0006909|GO:0010595|GO:0042742|GO:0043086|GO:0043312|GO:0045766|GO:0051054|GO:0051091	|478783	|11745	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tbc1d8b	Tbc1d8b	TBC1 domain family, member 8B		839331	245638	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL7042|GPL7202
Amer2	Amer2	APC membrane recruitment 2	GO:0016055|GO:0090090	700575	72125	GPL11180|GPL1261|GPL6096|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Cyb561a3	Cyb561a3	cytochrome b561 family, member A3	GO:0006810|GO:0055114	807956	225912	GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Cnn2	Cnn2	calponin 2	GO:0007010|GO:0010628|GO:0030097|GO:0030336|GO:0031032|GO:0032970|GO:0042060|GO:0042127|GO:0050765|GO:0071260	|493535	|12798	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Wdr92	Wdr92	WD repeat domain 92	GO:0006915|GO:0034968	|760199	|103784	GPL11180|GPL1261|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Nemf	Nemf	nuclear export mediator factor	GO:0051168	643388	66244	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Tmtc2	Tmtc2	transmembrane and tetratricopeptide repeat containing 2	GO:0055074	854751|	278279|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Anks1	Anks1	ankyrin repeat and SAM domain containing 1	GO:1901187|GO:2000059	|805635	|224650	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Snx12	Snx12	sorting nexin 12	GO:0006810|GO:0006897|GO:0010629|GO:0010955|GO:0015031|GO:0016050|GO:0030100|GO:0042177|GO:0051224|GO:2000642	622094|	55988|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ndufb4	Ndufb4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	GO:0006979	670561	68194	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Rab5b	Rab5b	RAB5B, member RAS oncogene family	GO:0006810|GO:0006886|GO:0007032|GO:0007264|GO:0008152|GO:0015031|GO:0019882|GO:0030100|GO:0032482|GO:0048227	562375	19344	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
2900026A02Rik	2900026A02Rik	RIKEN cDNA 2900026A02 gene		835975|	243219|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Gpbp1	Gpbp1	GC-rich promoter binding protein 1	GO:0006351|GO:0006355|GO:0045893	|708115	|73274	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Otud5	Otud5	OTU domain containing 5	GO:0006508	620928|	54644|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mdh2	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	GO:0005975|GO:0006099|GO:0006107|GO:0006108|GO:0006475|GO:0006734|GO:0019752|GO:0055114	541142|	17448|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ppp2r2a	Ppp2r2a	protein phosphatase 2, regulatory subunit B, alpha	GO:0006470|GO:0007165|GO:0043278	698817|	71978|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Sestd1	Sestd1	SEC14 and spectrin domains 1		|812392	|228071	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202
Iqsec3	Iqsec3	IQ motif and Sec7 domain 3	GO:0030036|GO:0032012|GO:0043547|GO:0051056|GO:0090630	|836478	|243621	GPL11180|GPL1261|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Hnrnpll	Hnrnpll	heterogeneous nuclear ribonucleoprotein L-like	GO:0006397|GO:0033120	704956	72692	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Zfp553	Zfp553	zinc finger protein 553	GO:0006351|GO:0006355	|824088	|233887	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Ifitm10	Ifitm10	interferon induced transmembrane protein 10	GO:0009607	864239	320802	GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Nt5dc2	Nt5dc2	5'-nucleotidase domain containing 2	GO:0016311	684822	70021	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Vipas39	Vipas39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	GO:0006351|GO:0006355|GO:0006810|GO:0006886|GO:0007283|GO:0008333|GO:0015031|GO:0030154	736687	104799	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Prpsap2	Prpsap2	phosphoribosyl pyrophosphate synthetase-associated protein 2	GO:0009165|GO:0060348	|791559	|212627	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dnajc6	Dnajc6	DnaJ (Hsp40) homolog, subfamily C, member 6	GO:0072318|GO:2000369	704905|	72685|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Fgd3	Fgd3	FYVE, RhoGEF and PH domain containing 3	GO:0035023|GO:0046847	608254|	30938|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Insc	Insc	inscuteable homolog (Drosophila)	GO:0000132|GO:0007275|GO:0007399|GO:0030154|GO:0060487	|823612	|233752	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Ubr4	Ubr4	ubiquitin protein ligase E3 component n-recognin 4	GO:0042787	678214	69116	GPL1261|GPL339|GPL6103|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Lrba	Lrba	LPS-responsive beige-like anchor	GO:0007165|GO:0008104|GO:0016197	743169|	80877|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Nt5e	Nt5e	5' nucleotidase, ecto	GO:0006164|GO:0006196|GO:0007159|GO:0009166|GO:0016311|GO:0046085|GO:0046086|GO:0050728	595524|	23959|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Lrch1	Lrch1	leucine-rich repeats and calponin homology (CH) domain containing 1		|873510	|380916	GPL11180|GPL1261|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Rb1	Rb1	retinoblastoma 1	GO:0000082|GO:0000122|GO:0006351|GO:0006355|GO:0006357|GO:0006469|GO:0007049|GO:0007050|GO:0007346|GO:0008285|GO:0016568|GO:0030182|GO:0031134|GO:0031175|GO:0034088|GO:0034349|GO:0035914|GO:0042551|GO:0043353|GO:0043550|GO:0045445|GO:0045651|GO:0045786|GO:0045842|GO:0045879|GO:0045892|GO:0045930|GO:0045944|GO:0048565|GO:0048667|GO:0050680|GO:0051146|GO:0051301|GO:0051402|GO:0051726|GO:0071459|GO:0071466|GO:0071922|GO:0071930|GO:0097284|GO:1903944|GO:2000134	563557	19645	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Atpif1	Atpif1	ATPase inhibitory factor 1	GO:0001937|GO:0006783|GO:0030218|GO:0032780|GO:0045980|GO:0051346|GO:0051882|GO:0072593|GO:0098779|GO:1901030|GO:1903052|GO:1903214|GO:1903578	482796|	11983|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gtf3a	Gtf3a	general transcription factor III A	GO:0006351|GO:0006355	|648283	|66596	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Enpp5	Enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5	GO:0007154|GO:0008152|GO:0009166	|746151	|83965	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Aldh2	Aldh2	aldehyde dehydrogenase 2, mitochondrial	GO:0008152|GO:0043066|GO:0055114	477937|	11669|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Snap23	Snap23	synaptosomal-associated protein 23	GO:0002553|GO:0006461|GO:0006810|GO:0006887|GO:0015031|GO:0016082|GO:0016192|GO:0017157|GO:0031629|GO:0061025	|574172	|20619	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fas	Fas	Fas (TNF receptor superfamily member 6)	GO:0002377|GO:0003014|GO:0006915|GO:0006924|GO:0006925|GO:0006927|GO:0006955|GO:0007165|GO:0008625|GO:0009636|GO:0010467|GO:0010468|GO:0010942|GO:0019724|GO:0031104|GO:0032464|GO:0033209|GO:0042127|GO:0042981|GO:0043029|GO:0043065|GO:0043066|GO:0043280|GO:0045060|GO:0045619|GO:0045637|GO:0048536|GO:0050869|GO:0051260|GO:0051384|GO:0051402|GO:0071285|GO:0071455|GO:0090200|GO:0097049|GO:0097190|GO:0097191|GO:0097192|GO:0097284|GO:0097527|GO:2001241	507438	14102	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Asgr1	Asgr1	asialoglycoprotein receptor 1	GO:0006897|GO:0006898|GO:0031668	|481256	|11889	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Crtap	Crtap	cartilage associated protein	GO:0018400|GO:0050821|GO:1901874	629047	56693	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Hnrnpk	Hnrnpk	heterogeneous nuclear ribonucleoprotein K	GO:0006351|GO:0006355|GO:0006366|GO:0006397|GO:0008380|GO:0010988|GO:0045716|GO:0045944|GO:0048025|GO:0048260|GO:0072369|GO:1902165	|521803	|15387	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Speg	Speg	SPEG complex locus	GO:0001701|GO:0006468|GO:0016310|GO:0030154|GO:0055013|GO:0060541|GO:0072358	479600|	11790|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Ctnnd2	Ctnnd2	catenin (cadherin associated protein), delta 2	GO:0001763|GO:0006351|GO:0006355|GO:0007155|GO:0007275|GO:0007612|GO:0016337|GO:0048167	547837	18163	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pcsk1n	Pcsk1n	proprotein convertase subtilisin/kexin type 1 inhibitor	GO:0002021|GO:0007218|GO:0009409|GO:0010951|GO:0016486	|607411	|30052	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Nfatc1	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	GO:0000082|GO:0000122|GO:0001837|GO:0001946|GO:0002337|GO:0003179|GO:0003180|GO:0003184|GO:0006351|GO:0006355|GO:0006357|GO:0006366|GO:0006816|GO:0007507|GO:0010628|GO:0014883|GO:0030316|GO:0033173|GO:0035556|GO:0042634|GO:0044838|GO:0045668|GO:0045893|GO:0045944|GO:0060412|GO:0060854|GO:0061384|GO:2000647	545803|	18018|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Xpo7	Xpo7	exportin 7	GO:0006611|GO:0006810|GO:0006886|GO:0006913|GO:0015031|GO:0051028	639868|	65246|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tjp2	Tjp2	tight junction protein 2	GO:0050892|GO:0090557|GO:0090559	583180|	21873|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Kdm5b	Kdm5b	lysine (K)-specific demethylase 5B	GO:0006351|GO:0006355|GO:0016568|GO:0034720|GO:0034721|GO:0042752|GO:0045892|GO:0048511|GO:0055114|GO:1903507	723679|	75605|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Rab5c	Rab5c	RAB5C, member RAS oncogene family	GO:0006810|GO:0006886|GO:0007032|GO:0007264|GO:0008152|GO:0015031|GO:0030100|GO:0032482|GO:0048227	562397	19345	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mok	Mok	MOK protein kinase	GO:0006468|GO:0016310	599341	26448	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Ganab	Ganab	alpha glucosidase 2 alpha neutral subunit	GO:0005975|GO:0006491|GO:0008152	511001|	14376|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Tars	Tars	threonyl-tRNA synthetase	GO:0006412|GO:0006418|GO:0006435|GO:0043039	775191	110960	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Blmh	Blmh	bleomycin hydrolase	GO:0006508|GO:0009636|GO:0042493	|760935	|104184	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Snx16	Snx16	sorting nexin 16	GO:0006622|GO:0006810|GO:0008333|GO:0015031|GO:0045022	|718950	|74718	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Snrpd2	Snrpd2	small nuclear ribonucleoprotein D2	GO:0000387|GO:0006397|GO:0008380	|766913	|107686	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
NA	NA	NA	NA	NA	NA	NA
Gch1	Gch1	GTP cyclohydrolase 1	GO:0006461|GO:0006729|GO:0008152|GO:0008217|GO:0014916|GO:0034341|GO:0034612|GO:0042311|GO:0042416|GO:0042559|GO:0045776|GO:0046654|GO:0048265|GO:0050884|GO:0051000|GO:0051066|GO:0051260|GO:0051291	512459	14528	GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pam	Pam	peptidylglycine alpha-amidating monooxygenase	GO:0001519|GO:0001676|GO:0006357|GO:0006518|GO:0008152|GO:0009268|GO:0009404|GO:0018032|GO:0019538|GO:0032956|GO:0042493|GO:0050708|GO:0051260|GO:0055114	551087	18484	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Pdlim1	Pdlim1	PDZ and LIM domain 1 (elfin)	GO:0006355	618237	54132	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Elavl1	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	GO:0006417|GO:0045727|GO:0048255|GO:0070935|GO:2000036	524208|	15568|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Shisa7	Shisa7	shisa family member 7		821799	232813	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Pex26	Pex26	peroxisomal biogenesis factor 26	GO:0006810|GO:0015031|GO:0016558|GO:0045046	|712427	|74043	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Tagln3	Tagln3	transgelin 3	GO:0000122	625561	56370	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Slc6a17	Slc6a17	solute carrier family 6 (neurotransmitter transporter), member 17	GO:0006810|GO:0006836|GO:0015804|GO:0015816|GO:0015820|GO:0015824|GO:0032328	815399|	229706|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Mrps25	Mrps25	mitochondrial ribosomal protein S25	GO:0032543	|639088	|64658	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Fam3a	Fam3a	family with sequence similarity 3, member A		644132|	66294|	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81
Zfr	Zfr	zinc finger RNA binding protein	GO:0007275	592970|	22763|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Sox10	Sox10	SRY (sex determining region Y)-box 10	GO:0001701|GO:0001755|GO:0002052|GO:0006351|GO:0006355|GO:0006366|GO:0007422|GO:0014015|GO:0030154|GO:0030318|GO:0032808|GO:0043066|GO:0045892|GO:0045893|GO:0045944|GO:0048469|GO:0048484|GO:0048546|GO:0048589|GO:0048709|GO:0061138|GO:0090090	|574766	|20665	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL81|GPL8321
Tex2	Tex2	testis expressed gene 2		581765|	21763|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Atp6v0b	Atp6v0b	ATPase, H+ transporting, lysosomal V0 subunit B	GO:0006810|GO:0006811|GO:0015991|GO:0015992	775782|	114143|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Mrps7	Mrps7	mitchondrial ribosomal protein S7	GO:0006412	609073	50529	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Cry2	Cry2	cryptochrome 2 (photolyase-like)	GO:0000122|GO:0006281|GO:0006351|GO:0006355|GO:0006606|GO:0007623|GO:0018298|GO:0019915|GO:0032515|GO:0032868|GO:0032922|GO:0042593|GO:0042752|GO:0042754|GO:0043153|GO:0045892|GO:0048511|GO:0050896|GO:2000323|GO:2000850	|495879	|12953	GPL11180|GPL1261|GPL339|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
G6pc	G6pc	glucose-6-phosphatase, catalytic	GO:0005977|GO:0005980|GO:0006094|GO:0006641|GO:0006796|GO:0008202|GO:0010468|GO:0015760|GO:0016311|GO:0035264|GO:0042593|GO:0042632|GO:0046415|GO:0046838|GO:0051156|GO:0055088	511040	14377	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Galc	Galc	galactosylceramidase	GO:0005975|GO:0006629|GO:0006665|GO:0006683|GO:0008152|GO:0016042	511680|	14420|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Rap2b	Rap2b	RAP2B, member of RAS oncogene family	GO:0007165|GO:0007264|GO:0030168|GO:0030336|GO:0031954|GO:0032486|GO:0061097|GO:0070527	|711953	|74012	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Col11a1	Col11a1	collagen, type XI, alpha 1	GO:0001502|GO:0002063|GO:0003007|GO:0006029|GO:0007601|GO:0007605|GO:0030199|GO:0035989|GO:0042472|GO:0048704|GO:0048705|GO:0050910|GO:0051216|GO:0055010	493814	12814	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Slitrk3	Slitrk3	SLIT and NTRK-like family, member 3	GO:0007409|GO:0051965	880528	386750	GPL11180|GPL1261|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202
Arhgap6	Arhgap6	Rho GTPase activating protein 6	GO:0007015|GO:0007165|GO:0007202|GO:0010518|GO:0043087|GO:0043547|GO:0048041|GO:0051497|GO:0051895	480825|	11856|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Fcgr2b	Fcgr2b	Fc receptor, IgG, low affinity IIb	GO:0001811|GO:0002434|GO:0002638|GO:0002862|GO:0002865|GO:0002924|GO:0006898|GO:0006911|GO:0006952|GO:0006955|GO:0007166|GO:0009617|GO:0016064|GO:0019886|GO:0030889|GO:0032456|GO:0032693|GO:0033030|GO:0035556|GO:0045576|GO:0050765|GO:0050766|GO:0050777|GO:0071219	|508004	|14130	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Polr2j	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J	GO:0006351|GO:0006366	566559|	20022|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Polr3gl	Polr3gl	polymerase (RNA) III (DNA directed) polypeptide G like	GO:0006359|GO:0006384	|683777	|69870	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL7042|GPL7202|GPL8321
Cxxc1	Cxxc1	CXXC finger 1 (PHD domain)	GO:0006351|GO:0006355|GO:0045893|GO:0051568	715765|	74322|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Piga	Piga	phosphatidylinositol glycan anchor biosynthesis, class A	GO:0006506|GO:0009058	553715|	18700|	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Gnl3	Gnl3	guanine nucleotide binding protein-like 3 (nucleolar)	GO:0008283|GO:0042127|GO:0042254|GO:1902895	|607883	|30877	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
Dhx57	Dhx57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	GO:0006396	|765085	|106794	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
Atpaf2	Atpaf2	ATP synthase mitochondrial F1 complex assembly factor 2	GO:0043461	840594	246782	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL8321
NA	NA	NA	NA	NA	NA	NA
Sdc2	Sdc2	syndecan 2	GO:0007399|GO:0016477|GO:0030154|GO:0048813|GO:0048814	|523857	|15529	GPL11180|GPL1261|GPL339|GPL6096|GPL6103|GPL6246|GPL6333|GPL6885|GPL7042|GPL7202|GPL81|GPL8321
